144253,67.10568237,29.94,,,,
144253,67.10568237,29.97,,,,
144253,67.10568237,29.94,,,,
144253,52.90174865,29.94,,,,
144253,51.0078926,29.94,,,,
144253,55.42689132,29.94,,,,
144253,52.27046203,29.94,,,,
144253,49.74531936,29.94,,,,
144253,62.68667984,29.94,,,,
144253,52.58610534,29.97,,,,
144253,52.90174865,29.97,,,,
144253,48.48274993,29.97,,,,
144253,59.53025054,29.94,,,,
144253,53.21739196,29.94,,,,
144253,53.21739196,29.94,,,,
144253,55.11124801,29.94,,,,
144253,52.90174865,29.94,,,,
144253,51.32353591,29.94,,,,
144253,63.00232315,29.94,,,,
144253,52.90174865,29.94,,,,
144253,51.0078926,29.94,,,,
144253,63.31796264,29.94,,,,
144253,52.90174865,29.94,,,,
144253,51.0078926,29.94,,,,
144253,60.79281997,29.94,,,,
144253,52.90174865,29.94,,,,
144253,51.0078926,29.94,,,,
144253,62.68667984,29.94,,,,
144253,52.58610534,29.94,,,,
144253,51.0078926,29.94,,,,
144253,57.63639068,29.94,,,,
144253,52.58610534,29.94,,,,
144253,51.0078926,29.94,,,,
144253,63.00232315,29.94,,,,
144253,52.58610534,29.97,,,,
144253,52.90174865,29.94,,,,
144253,48.48274993,29.94,,,,
144253,58.58332061,29.94,,,,
144253,52.58610534,29.94,,,,
144253,52.90174865,29.94,,,,
144254,55.11124801,29.94,,,,
144254,52.27046203,29.94,,,,
144254,51.0078926,29.9,,,,
144254,61.7397499,29.9,,,,
144254,52.27046203,29.9,,,,
144254,51.0078926,29.9,,,,
144254,61.7397499,29.9,,,,
144254,52.58610534,29.9,,,,
144254,51.0078926,29.94,,,,
144254,59.84589385,29.9,,,,
144254,52.90174865,29.94,,,,
144254,51.0078926,29.9,,,,
144254,63.00232315,29.9,,,,
144254,52.90174865,29.9,,,,
144254,51.0078926,29.94,,,,
144254,54.16432189,29.9,,,,
144254,59.21460723,29.9,,,,
144254,52.90174865,29.94,,,,
144254,53.21739196,29.9,,,,
144254,53.21739196,29.9,,,,
144254,59.53025054,29.9,,,,
144254,52.90174865,29.94,,,,
144254,53.21739196,29.9,,,,
144254,55.74253463,29.9,,,,
144254,52.58610534,29.9,,,,
144254,51.0078926,29.9,,,,
144254,61.42410659,29.9,,,,
144254,52.90174865,29.9,,,,
144254,51.0078926,29.9,,,,
144254,62.05539321,29.9,,,,
144254,52.90174865,29.9,,,,
144254,51.0078926,29.9,,,,
144254,60.47717666,29.94,,,,
144254,52.58610534,29.94,,,,
144254,51.0078926,29.9,,,,
144254,63.00232315,29.9,,,,
144254,52.90174865,29.9,,,,
144254,51.0078926,29.9,,,,
144254,53.53303527,29.9,,,,
144254,58.89896392,29.9,,,,
144254,52.90174865,29.9,,,,
144254,53.21739196,29.9,,,,
144254,51.0078926,29.9,,,,
144254,59.21460723,29.9,,,,
144254,52.90174865,29.9,,,,
144254,53.21739196,29.9,,,,
